id,key,value,type
31267793,ReachCode,03150103003609,NHD
31267793,created_by,polyshp2osm,default
31267793,ele,200.00000000000,default
31267793,natural,water,default
31267793,source,NHD,default
31267802,ComID,53772463,NHD
31267802,FCode,39010,NHD
31267802,FDate,2002/08/29,NHD
31267802,FTYPE,LakePond,NHD
31267802,RESOLUTION,High,NHD
31267802,ReachCode,03150103003687,NHD
31267802,created_by,polyshp2osm,default
31267802,ele,247.50000000000,default
31267802,natural,water,default
31267802,source,NHD,default
31267804,ComID,53772611,NHD
31267804,FCode,39010,NHD
31267804,FDate,2002/08/29,NHD
31267804,FTYPE,LakePond,NHD
31267804,RESOLUTION,High,NHD
31267804,ReachCode,03150103003720,NHD
31267804,created_by,polyshp2osm,default
31267804,ele,210.00000000000,default
31267804,natural,water,default
31267804,source,NHD,default
31267816,ComID,132750950,NHD
31267816,FCode,39004,NHD
31267816,FDate,2005/03/09,NHD
31267816,FTYPE,LakePond,NHD
31267816,RESOLUTION,High,NHD
31267816,ReachCode,03150101004459,NHD
31267816,created_by,polyshp2osm,default
31267816,natural,water,default
31267816,source,NHD,default
31267827,ComID,132750880,NHD
31267827,FCode,39004,NHD
31267827,FDate,2005/03/09,NHD
31267827,FTYPE,LakePond,NHD
31267827,RESOLUTION,High,NHD
31267827,ReachCode,03150101004410,NHD
31267827,natural,water,default
31267827,source,NHD,default
31267855,ComID,132750981,NHD
31267855,FCode,39004,NHD
31267855,FDate,2005/03/09,NHD
31267855,FTYPE,LakePond,NHD
31267855,RESOLUTION,High,NHD
31267855,ReachCode,03150101004479,NHD
31267855,created_by,polyshp2osm,default
31267855,natural,water,default
31267855,source,NHD,default
31267865,ComID,132750948,NHD
31267865,FCode,39004,NHD
31267865,FDate,2005/03/09,NHD
31267865,FTYPE,LakePond,NHD
31267865,RESOLUTION,High,NHD
31267865,ReachCode,03150101004456,NHD
31267865,natural,water,default
31267865,source,NHD,default
31267960,ComID,132750904,NHD
31267960,FCode,39004,NHD
31267960,FDate,2005/03/09,NHD
31267960,FTYPE,LakePond,NHD
31267960,RESOLUTION,High,NHD
31267960,ReachCode,03150101004426,NHD
31267960,created_by,polyshp2osm,default
31267960,natural,water,default
31267960,source,NHD,default
31267986,ComID,132750959,NHD
31267986,FCode,39004,NHD
31267986,FDate,2005/03/09,NHD
31267986,FTYPE,LakePond,NHD
31267986,RESOLUTION,High,NHD
31267986,ReachCode,03150101004464,NHD
31267986,created_by,polyshp2osm,default
31267986,natural,water,default
31267986,source,NHD,default
31267995,ComID,53771233,NHD
31267995,FCode,39010,NHD
31267995,FDate,2002/08/29,NHD
31267995,FTYPE,LakePond,NHD
31267995,RESOLUTION,High,NHD
31267995,ReachCode,03150103003395,NHD
31267995,created_by,polyshp2osm,default
31267995,ele,202.00000000000,default
31267995,natural,water,default
31267995,source,NHD,default
31267999,ComID,53771243,NHD
31267999,FCode,39010,NHD
31267999,FDate,2002/08/29,NHD
31267999,FTYPE,LakePond,NHD
31267999,RESOLUTION,High,NHD
31267999,ReachCode,03150103002751,NHD
31267999,created_by,polyshp2osm,default
31267999,ele,282.00000000000,default
31267999,natural,water,default
31267999,source,NHD,default
31268001,building,garages,default
31268018,ComID,53772313,NHD
31268018,FCode,39010,NHD
31268018,FDate,2002/08/29,NHD
31268018,FTYPE,LakePond,NHD
31268018,RESOLUTION,High,NHD
31268018,ReachCode,03150103003644,NHD
31268018,created_by,polyshp2osm,default
31268018,ele,213.00000000000,default
31268018,natural,water,default
31268018,source,NHD,default
31268026,ComID,126796667,NHD
31268026,FCode,39010,NHD
31268026,FDate,2004/10/06,NHD
31268026,FTYPE,LakePond,NHD
31268026,RESOLUTION,High,NHD
31268026,ReachCode,03150102002753,NHD
31268026,created_by,polyshp2osm,default
31268026,ele,287.00000000000,default
31268026,natural,water,default
31268026,source,NHD,default
31268049,ComID,126796200,NHD
31268049,FCode,39010,NHD
31268049,FDate,2004/10/06,NHD
31268049,FTYPE,LakePond,NHD
31268049,RESOLUTION,High,NHD
31268049,ReachCode,03150102002618,NHD
31268049,created_by,polyshp2osm,default
31268049,ele,218.00000000000,default
31268049,natural,water,default
31268049,source,NHD,default
31268058,ComID,126796141,NHD
31268058,FCode,39010,NHD
31268058,FDate,2004/10/06,NHD
31268058,FTYPE,LakePond,NHD
31268058,RESOLUTION,High,NHD
31268058,ReachCode,03150102003156,NHD
31268058,created_by,polyshp2osm,default
31268058,ele,207.00000000000,default
31268058,natural,water,default
31268058,source,NHD,default
31268063,ComID,126796512,NHD
31268063,FCode,39010,NHD
31268063,FDate,2004/10/06,NHD
31268063,FTYPE,LakePond,NHD
31268063,RESOLUTION,High,NHD
31268063,ReachCode,03150102003409,NHD
31268063,created_by,polyshp2osm,default
31268063,ele,220.00000000000,default
31268063,natural,water,default
31268063,source,NHD,default
31268074,ComID,126796056,NHD
31268074,FCode,39010,NHD
31268074,FDate,2004/10/06,NHD
31268074,FTYPE,LakePond,NHD
31268074,RESOLUTION,High,NHD
31268074,ReachCode,03150102003063,NHD
31268074,created_by,polyshp2osm,default
31268074,ele,235.00000000000,default
31268074,natural,water,default
31268074,source,NHD,default
31268078,ComID,126796095,NHD
31268078,FCode,39010,NHD
31268078,FDate,2004/10/06,NHD
31268078,FTYPE,LakePond,NHD
31268078,RESOLUTION,High,NHD
31268078,ReachCode,03150102003102,NHD
31268078,created_by,polyshp2osm,default
31268078,ele,220.00000000000,default
31268078,natural,water,default
31268078,source,NHD,default
31268080,ComID,126796411,NHD
31268080,FCode,39010,NHD
31268080,FDate,2004/10/06,NHD
31268080,FTYPE,LakePond,NHD
31268080,RESOLUTION,High,NHD
31268080,ReachCode,03150102002698,NHD
31268080,created_by,polyshp2osm,default
31268080,ele,232.00000000000,default
31268080,natural,water,default
31268080,source,NHD,default
31268104,ComID,53770997,NHD
31268104,FCode,39010,NHD
31268104,FDate,2002/08/29,NHD
31268104,FTYPE,LakePond,NHD
31268104,RESOLUTION,High,NHD
31268104,ReachCode,03150103002582,NHD
31268104,created_by,polyshp2osm,default
31268104,ele,271.00000000000,default
31268104,natural,water,default
31268104,source,NHD,default
31268112,ComID,53771255,NHD
31268112,FCode,39010,NHD
31268112,FDate,2002/08/29,NHD
31268112,FTYPE,LakePond,NHD
31268112,RESOLUTION,High,NHD
31268112,ReachCode,03150103003400,NHD
31268112,created_by,polyshp2osm,default
31268112,ele,214.00000000000,default
31268112,natural,water,default
31268112,source,NHD,default
31268115,ComID,53771303,NHD
31268115,FCode,39010,NHD
31268115,FDate,2002/08/29,NHD
31268115,FTYPE,LakePond,NHD
31268115,RESOLUTION,High,NHD
31268115,ReachCode,03150103003420,NHD
31268115,created_by,polyshp2osm,default
31268115,ele,204.00000000000,default
31268115,natural,water,default
31268115,source,NHD,default
31268132,ComID,53771757,NHD
31268132,FCode,39010,NHD
31268132,FDate,2002/08/29,NHD
31268132,FTYPE,LakePond,NHD
31268132,RESOLUTION,High,NHD
31268132,ReachCode,03150103002357,NHD
31268132,created_by,polyshp2osm,default
31268132,ele,192.60000000000,default
31268132,natural,water,default
31268132,source,NHD,default
31268147,ComID,53771901,NHD
31268147,FCode,39010,NHD
31268147,FDate,2002/08/29,NHD
31268147,FTYPE,LakePond,NHD
31268147,RESOLUTION,High,NHD
31268147,ReachCode,03150103003554,NHD
31268147,created_by,polyshp2osm,default
31268147,ele,197.50000000000,default
31268147,natural,water,default
31268147,source,NHD,default
31268155,ComID,53772029,NHD
31268155,FCode,39010,NHD
31268155,FDate,2002/08/29,NHD
31268155,FTYPE,LakePond,NHD
31268155,RESOLUTION,High,NHD
31268155,ReachCode,03150103002797,NHD
31268155,created_by,polyshp2osm,default
31268155,ele,201.00000000000,default
31268155,natural,water,default
31268155,source,NHD,default
31268166,ComID,53772215,NHD
31268166,FCode,39010,NHD
31268166,FDate,2002/08/29,NHD
31268166,FTYPE,LakePond,NHD
31268166,RESOLUTION,High,NHD
31268166,ReachCode,03150103003617,NHD
31268166,created_by,polyshp2osm,default
31268166,ele,183.00000000000,default
31268166,natural,water,default
31268166,source,NHD,default
31268176,ComID,53772229,NHD
31268176,FCode,39010,NHD
31268176,FDate,2002/08/29,NHD
31268176,FTYPE,LakePond,NHD
31268176,RESOLUTION,High,NHD
31268176,ReachCode,03150103003622,NHD
31268176,created_by,polyshp2osm,default
31268176,ele,187.00000000000,default
31268176,natural,water,default
31268176,source,NHD,default
31268186,ComID,53772245,NHD
31268186,FCode,39010,NHD
31268186,FDate,2002/08/29,NHD
31268186,FTYPE,LakePond,NHD
31268186,RESOLUTION,High,NHD
31268186,ReachCode,03150103002424,NHD
31268186,created_by,polyshp2osm,default
31268186,ele,219.20000000000,default
31268186,natural,water,default
31268186,source,NHD,default
31268195,ComID,53772437,NHD
31268195,FCode,39010,NHD
31268195,FDate,2002/08/29,NHD
31268195,FTYPE,LakePond,NHD
31268195,RESOLUTION,High,NHD
31268195,ReachCode,03150103003678,NHD
31268195,created_by,polyshp2osm,default
31268195,ele,255.10000000000,default
31268195,natural,water,default
31268195,source,NHD,default
31268198,ComID,126796604,NHD
31268198,FCode,39010,NHD
31268198,FDate,2004/10/06,NHD
31268198,FTYPE,LakePond,NHD
31268198,RESOLUTION,High,NHD
31268198,ReachCode,03150102002735,NHD
31268198,created_by,polyshp2osm,default
31268198,ele,220.00000000000,default
31268198,natural,water,default
31268198,source,NHD,default
31268201,ComID,53772511,NHD
31268201,FCode,39010,NHD
31268201,FDate,2002/08/29,NHD
31268201,FTYPE,LakePond,NHD
31268201,RESOLUTION,High,NHD
31268201,ReachCode,03150103003697,NHD
31268201,created_by,polyshp2osm,default
31268201,ele,254.80000000000,default
31268201,natural,water,default
31268201,source,NHD,default
31268210,ComID,126796621,NHD
31268210,FCode,39010,NHD
31268210,FDate,2004/10/06,NHD
31268210,FTYPE,LakePond,NHD
31268210,RESOLUTION,High,NHD
31268210,ReachCode,03150102003505,NHD
31268210,created_by,polyshp2osm,default
31268210,ele,236.00000000000,default
31268210,natural,water,default
31268210,source,NHD,default
31268212,ComID,53772683,NHD
31268212,FCode,39010,NHD
31268212,FDate,2002/08/29,NHD
31268212,FTYPE,LakePond,NHD
31268212,RESOLUTION,High,NHD
31268212,ReachCode,03150103003733,NHD
31268212,created_by,polyshp2osm,default
31268212,ele,233.00000000000,default
31268212,natural,water,default
31268212,source,NHD,default
31268214,ComID,53772857,NHD
31268214,FCode,39010,NHD
31268214,FDate,2002/08/29,NHD
31268214,FTYPE,LakePond,NHD
31268214,RESOLUTION,High,NHD
31268214,ReachCode,03150103003774,NHD
31268214,created_by,polyshp2osm,default
31268214,ele,211.00000000000,default
31268214,natural,water,default
31268214,source,NHD,default
31268216,ComID,126796664,NHD
31268216,FCode,39010,NHD
31268216,FDate,2004/10/06,NHD
31268216,FTYPE,LakePond,NHD
31268216,RESOLUTION,High,NHD
31268216,ReachCode,03150102002752,NHD
31268216,ele,292.00000000000,default
31268216,natural,water,default
31268216,source,NHD,default
31268217,ComID,126796235,NHD
31268217,FCode,39010,NHD
31268217,FDate,2004/10/06,NHD
31268217,FTYPE,LakePond,NHD
31268217,RESOLUTION,High,NHD
31268217,ReachCode,03150102002636,NHD
31268217,created_by,polyshp2osm,default
31268217,ele,217.00000000000,default
31268217,natural,water,default
31268217,source,NHD,default
31268227,ComID,126796494,NHD
31268227,FCode,39010,NHD
31268227,FDate,2004/10/06,NHD
31268227,FTYPE,LakePond,NHD
31268227,RESOLUTION,High,NHD
31268227,ReachCode,03150102003392,NHD
31268227,created_by,polyshp2osm,default
31268227,ele,224.00000000000,default
31268227,natural,water,default
31268227,source,NHD,default
31268229,ComID,126796578,NHD
31268229,FCode,39010,NHD
31268229,FDate,2004/10/06,NHD
31268229,FTYPE,LakePond,NHD
31268229,RESOLUTION,High,NHD
31268229,ReachCode,03150102003475,NHD
31268229,created_by,polyshp2osm,default
31268229,ele,220.00000000000,default
31268229,natural,water,default
31268229,source,NHD,default
31268230,ComID,53771009,NHD
31268230,FCode,39010,NHD
31268230,FDate,2002/08/29,NHD
31268230,FTYPE,LakePond,NHD
31268230,RESOLUTION,High,NHD
31268230,ReachCode,03150103002581,NHD
31268230,created_by,polyshp2osm,default
31268230,ele,260.00000000000,default
31268230,natural,water,default
31268230,source,NHD,default
31268245,ComID,126796439,NHD
31268245,FCode,39010,NHD
31268245,FDate,2004/10/06,NHD
31268245,FTYPE,LakePond,NHD
31268245,RESOLUTION,High,NHD
31268245,ReachCode,03150102003344,NHD
31268245,created_by,polyshp2osm,default
31268245,ele,206.00000000000,default
31268245,natural,water,default
31268245,source,NHD,default
31268260,ComID,53771083,NHD
31268260,FCode,39010,NHD
31268260,FDate,2002/08/29,NHD
31268260,FTYPE,LakePond,NHD
31268260,RESOLUTION,High,NHD
31268260,ReachCode,03150103002612,NHD
31268260,created_by,polyshp2osm,default
31268260,ele,283.00000000000,default
31268260,natural,water,default
31268260,source,NHD,default
31268307,ComID,126796594,NHD
31268307,FCode,39010,NHD
31268307,FDate,2004/10/06,NHD
31268307,FTYPE,LakePond,NHD
31268307,RESOLUTION,High,NHD
31268307,ReachCode,03150102003502,NHD
31268307,created_by,polyshp2osm,default
31268307,ele,218.00000000000,default
31268307,natural,water,default
31268307,source,NHD,default
31268308,ComID,53771185,NHD
31268308,FCode,39010,NHD
31268308,FDate,2002/08/29,NHD
31268308,FTYPE,LakePond,NHD
31268308,RESOLUTION,High,NHD
31268308,ReachCode,03150103003380,NHD
31268308,created_by,polyshp2osm,default
31268308,ele,225.00000000000,default
31268308,natural,water,default
31268308,source,NHD,default
31268310,ComID,53771391,NHD
31268310,FCode,39010,NHD
31268310,FDate,2002/08/29,NHD
31268310,FTYPE,LakePond,NHD
31268310,RESOLUTION,High,NHD
31268310,ReachCode,03150103003457,NHD
31268310,created_by,polyshp2osm,default
31268310,ele,208.00000000000,default
31268310,natural,water,default
31268310,source,NHD,default
31268330,ComID,126796051,NHD
31268330,FCode,39010,NHD
31268330,FDate,2004/10/06,NHD
31268330,FTYPE,LakePond,NHD
31268330,RESOLUTION,High,NHD
31268330,ReachCode,03150102003071,NHD
31268330,created_by,polyshp2osm,default
31268330,ele,213.00000000000,default
31268330,natural,water,default
31268330,source,NHD,default
31268331,ComID,126796694,NHD
31268331,FCode,39010,NHD
31268331,FDate,2004/10/06,NHD
31268331,FTYPE,LakePond,NHD
31268331,RESOLUTION,High,NHD
31268331,ReachCode,03150102003559,NHD
31268331,created_by,polyshp2osm,default
31268331,ele,248.00000000000,default
31268331,natural,water,default
31268331,source,NHD,default
31268333,ComID,53771795,NHD
31268333,FCode,39010,NHD
31268333,FDate,2002/08/29,NHD
31268333,FTYPE,LakePond,NHD
31268333,RESOLUTION,High,NHD
31268333,ReachCode,03150103002369,NHD
31268333,created_by,polyshp2osm,default
31268333,ele,208.20000000000,default
31268333,natural,water,default
31268333,source,NHD,default
31268334,ComID,53771949,NHD
31268334,FCode,39010,NHD
31268334,FDate,2002/08/29,NHD
31268334,FTYPE,LakePond,NHD
31268334,RESOLUTION,High,NHD
31268334,ReachCode,03150103002390,NHD
31268334,created_by,polyshp2osm,default
31268334,ele,218.80000000000,default
31268334,natural,water,default
31268334,source,NHD,default
31268337,ComID,126796686,NHD
31268337,FCode,39010,NHD
31268337,FDate,2004/10/06,NHD
31268337,FTYPE,LakePond,NHD
31268337,RESOLUTION,High,NHD
31268337,ReachCode,03150102003564,NHD
31268337,created_by,polyshp2osm,default
31268337,ele,236.00000000000,default
31268337,natural,water,default
31268337,source,NHD,default
31268339,ComID,126796101,NHD
31268339,FCode,39010,NHD
31268339,FDate,2004/10/06,NHD
31268339,FTYPE,LakePond,NHD
31268339,RESOLUTION,High,NHD
31268339,ReachCode,03150102003135,NHD
31268339,created_by,polyshp2osm,default
31268339,ele,199.00000000000,default
31268339,natural,water,default
31268339,source,NHD,default
31268344,ComID,53772027,NHD
31268344,FCode,39010,NHD
31268344,FDate,2002/08/29,NHD
31268344,FTYPE,LakePond,NHD
31268344,RESOLUTION,High,NHD
31268344,ReachCode,03150103003579,NHD
31268344,created_by,polyshp2osm,default
31268344,ele,189.00000000000,default
31268344,natural,water,default
31268344,source,NHD,default
31268345,ComID,126796402,NHD
31268345,FCode,39010,NHD
31268345,FDate,2004/10/06,NHD
31268345,FTYPE,LakePond,NHD
31268345,RESOLUTION,High,NHD
31268345,ReachCode,03150102003312,NHD
31268345,created_by,polyshp2osm,default
31268345,ele,219.00000000000,default
31268345,natural,water,default
31268345,source,NHD,default
31268360,ComID,53772035,NHD
31268360,FCode,39010,NHD
31268360,FDate,2002/08/29,NHD
31268360,FTYPE,LakePond,NHD
31268360,RESOLUTION,High,NHD
31268360,ReachCode,03150103002795,NHD
31268360,created_by,polyshp2osm,default
31268360,ele,189.00000000000,default
31268360,natural,water,default
31268360,source,NHD,default
31268372,ComID,53772331,NHD
31268372,FCode,39010,NHD
31268372,FDate,2002/08/29,NHD
31268372,FTYPE,LakePond,NHD
31268372,RESOLUTION,High,NHD
31268372,ReachCode,03150103002434,NHD
31268372,created_by,polyshp2osm,default
31268372,ele,267.60000000000,default
31268372,natural,water,default
31268372,source,NHD,default
31268380,ComID,53772411,NHD
31268380,FCode,39010,NHD
31268380,FDate,2002/08/29,NHD
31268380,FTYPE,LakePond,NHD
31268380,RESOLUTION,High,NHD
31268380,ReachCode,03150103003672,NHD
31268380,created_by,polyshp2osm,default
31268380,ele,225.00000000000,default
31268380,natural,water,default
31268380,source,NHD,default
31268386,ComID,53772719,NHD
31268386,FCode,39010,NHD
31268386,FDate,2002/08/29,NHD
31268406,ComID,132750905,NHD
31268406,FCode,39004,NHD
31268406,FDate,2005/03/09,NHD
31268406,FTYPE,LakePond,NHD
31268406,RESOLUTION,High,NHD
31268406,ReachCode,03150101004427,NHD
31268406,created_by,polyshp2osm,default
31268406,natural,water,default
31268406,source,NHD,default
31268572,ComID,126796709,NHD
31268572,FCode,39010,NHD
31268572,FDate,2004/10/06,NHD
31268572,FTYPE,LakePond,NHD
31268572,RESOLUTION,High,NHD
31268572,ReachCode,03150102003578,NHD
31268572,created_by,polyshp2osm,default
31268572,ele,255.00000000000,default
31268572,natural,water,default
31268572,source,NHD,default
31268585,ComID,53772771,NHD
31268585,FCode,39010,NHD
31268585,FDate,2004/11/19,NHD
31268585,FTYPE,LakePond,NHD
31268585,GNIS_ID,00328346,NHD
31268585,GNIS_Name,Johnston Lake,NHD
31268585,RESOLUTION,High,NHD
31268585,ReachCode,03150103000963,NHD
31268585,ele,191.00000000000,default
31268585,name,Johnston Lake,default
31268585,natural,water,default
31268585,source,NHD,default
31268592,ComID,126796349,NHD
31268592,FCode,39010,NHD
31268592,FDate,2004/10/06,NHD
31268592,FTYPE,LakePond,NHD
31268592,RESOLUTION,High,NHD
31268592,ReachCode,03150102003357,NHD
31268592,created_by,polyshp2osm,default
31268592,ele,339.00000000000,default
31268592,natural,water,default
31268592,source,NHD,default
31268598,ComID,126796435,NHD
31268598,FCode,39010,NHD
31268598,FDate,2004/10/06,NHD
31268598,FTYPE,LakePond,NHD
31268598,RESOLUTION,High,NHD
31268598,ReachCode,03150102003331,NHD
31268598,created_by,polyshp2osm,default
31268598,ele,218.00000000000,default
31268598,natural,water,default
31268598,source,NHD,default
31268620,ComID,126796572,NHD
31268620,FCode,39010,NHD
31268620,FDate,2004/10/06,NHD
31268620,FTYPE,LakePond,NHD
31268620,RESOLUTION,High,NHD
31268620,ReachCode,03150102003496,NHD
31268620,created_by,polyshp2osm,default
31268620,ele,229.00000000000,default
31268620,natural,water,default
31268620,source,NHD,default
31268634,ComID,126796605,NHD
31268634,FCode,39010,NHD
31268634,FDate,2004/10/06,NHD
31268634,FTYPE,LakePond,NHD
31268634,RESOLUTION,High,NHD
31268634,ReachCode,03150102003491,NHD
31268634,created_by,polyshp2osm,default
31268634,ele,232.00000000000,default
31268634,natural,water,default
31268634,source,NHD,default
31268641,ComID,126796155,NHD
31268641,FCode,39010,NHD
31268641,FDate,2004/10/06,NHD
31268641,FTYPE,LakePond,NHD
31268641,RESOLUTION,High,NHD
31268641,ReachCode,03150102003220,NHD
31268641,created_by,polyshp2osm,default
31268641,ele,356.00000000000,default
31268641,natural,water,default
31268641,source,NHD,default
31268649,ComID,126796303,NHD
31268649,FCode,39010,NHD
31268649,FDate,2004/10/06,NHD
31268649,FTYPE,LakePond,NHD
31268649,RESOLUTION,High,NHD
31268649,ReachCode,03150102002672,NHD
31268649,created_by,polyshp2osm,default
31268649,ele,208.00000000000,default
31268649,natural,water,default
31268649,source,NHD,default
31268660,ComID,126796637,NHD
31268660,FCode,39010,NHD
31268660,FDate,2004/10/06,NHD
31268660,FTYPE,LakePond,NHD
31268660,RESOLUTION,High,NHD
31268660,ReachCode,03150102003521,NHD
31268660,created_by,polyshp2osm,default
31268660,ele,231.00000000000,default
31268660,natural,water,default
31268660,source,NHD,default
31268661,ComID,126796085,NHD
31268661,FCode,39010,NHD
31268661,FDate,2004/10/06,NHD
31268661,FTYPE,LakePond,NHD
31268661,RESOLUTION,High,NHD
31268661,ReachCode,03150102003106,NHD
31268661,created_by,polyshp2osm,default
31268661,ele,207.00000000000,default
31268661,natural,water,default
31268661,source,NHD,default
31268664,ComID,126796153,NHD
31268664,FCode,39010,NHD
31268664,FDate,2004/10/06,NHD
31268664,FTYPE,LakePond,NHD
31268664,RESOLUTION,High,NHD
31268664,ReachCode,03150102003181,NHD
31268664,created_by,polyshp2osm,default
31268664,ele,210.00000000000,default
31268664,natural,water,default
31268664,source,NHD,default
31268669,ComID,126796277,NHD
31268669,FCode,39010,NHD
31268669,FDate,2004/10/06,NHD
31268669,FTYPE,LakePond,NHD
31268669,RESOLUTION,High,NHD
31268669,ReachCode,03150102002660,NHD
31268669,created_by,polyshp2osm,default
31268669,ele,211.00000000000,default
31268669,natural,water,default
31268669,source,NHD,default
31268670,ComID,53771065,NHD
31268670,FCode,39010,NHD
31268670,FDate,2002/08/29,NHD
31268670,FTYPE,LakePond,NHD
31268670,RESOLUTION,High,NHD
31268670,ReachCode,03150103002604,NHD
31268670,created_by,polyshp2osm,default
31268670,ele,271.00000000000,default
31268670,natural,water,default
31268670,source,NHD,default
31268681,ComID,53771121,NHD
31268681,FCode,39010,NHD
31268681,FDate,2002/08/29,NHD
31268681,FTYPE,LakePond,NHD
31268681,RESOLUTION,High,NHD
31268681,ReachCode,03150103003356,NHD
31268681,created_by,polyshp2osm,default
31268681,ele,224.00000000000,default
31268681,natural,water,default
31268681,source,NHD,default
31268688,ComID,126796136,NHD
31268688,FCode,39010,NHD
31268688,FDate,2004/10/06,NHD
31268688,FTYPE,LakePond,NHD
31268688,RESOLUTION,High,NHD
31268688,ReachCode,03150102003204,NHD
31268688,created_by,polyshp2osm,default
31268688,ele,365.00000000000,default
31268688,natural,water,default
31268688,source,NHD,default
31268689,ComID,53771137,NHD
31268689,FCode,39010,NHD
31268689,FDate,2002/08/29,NHD
31268689,FTYPE,LakePond,NHD
31268689,RESOLUTION,High,NHD
31268689,ReachCode,03150103002621,NHD
31268689,created_by,polyshp2osm,default
31268689,ele,260.00000000000,default
31268689,natural,water,default
31268689,source,NHD,default
31268693,ComID,53771249,NHD
31268693,FCode,39010,NHD
31268693,FDate,2002/08/29,NHD
31268693,FTYPE,LakePond,NHD
31268693,RESOLUTION,High,NHD
31268693,ReachCode,03150103003397,NHD
31268693,created_by,polyshp2osm,default
31268693,ele,214.00000000000,default
31268693,natural,water,default
31268693,source,NHD,default
31268695,ComID,53772105,NHD
31268695,FCode,39010,NHD
31268695,FDate,2002/08/29,NHD
31268695,FTYPE,LakePond,NHD
31268695,RESOLUTION,High,NHD
31268695,ReachCode,03150103003590,NHD
31268695,created_by,polyshp2osm,default
31268695,ele,212.00000000000,default
31268695,natural,water,default
31268695,source,NHD,default
31268709,ComID,126796403,NHD
31268709,FCode,39010,NHD
31268709,FDate,2004/10/06,NHD
31268709,FTYPE,LakePond,NHD
31268709,RESOLUTION,High,NHD
31268709,ReachCode,03150102002697,NHD
31268709,created_by,polyshp2osm,default
31268709,ele,223.00000000000,default
31268709,natural,water,default
31268709,source,NHD,default
31268737,ComID,53772207,NHD
31268737,FCode,39010,NHD
31268737,FDate,2002/08/29,NHD
31268737,FTYPE,LakePond,NHD
31268737,RESOLUTION,High,NHD
31268737,ReachCode,03150103003615,NHD
31268737,created_by,polyshp2osm,default
31268737,ele,185.00000000000,default
31268737,natural,water,default
31268737,source,NHD,default
31268738,ComID,126796132,NHD
31268738,FCode,39010,NHD
31268738,FDate,2004/10/06,NHD
31268738,FTYPE,LakePond,NHD
31268738,RESOLUTION,High,NHD
31268738,ReachCode,03150102003151,NHD
31268738,created_by,polyshp2osm,default
31268738,ele,202.00000000000,default
31268738,natural,water,default
31268738,source,NHD,default
31268741,ComID,126796566,NHD
31268741,FCode,39010,NHD
31268741,FDate,2004/10/06,NHD
31268741,FTYPE,LakePond,NHD
31268741,RESOLUTION,High,NHD
31268741,ReachCode,03150102002726,NHD
31268741,created_by,polyshp2osm,default
31268741,ele,218.00000000000,default
31268741,natural,water,default
31268741,source,NHD,default
31268746,ComID,126796588,NHD
31268746,FCode,39010,NHD
31268746,FDate,2004/10/06,NHD
31268746,FTYPE,LakePond,NHD
31268746,RESOLUTION,High,NHD
31268746,ReachCode,03150102003478,NHD
31268746,created_by,polyshp2osm,default
31268746,ele,225.00000000000,default
31268746,natural,water,default
31268746,source,NHD,default
31268747,ComID,53772725,NHD
31268747,FCode,39010,NHD
31268747,FDate,2002/08/29,NHD
31268747,FTYPE,LakePond,NHD
31268747,RESOLUTION,High,NHD
31268747,ReachCode,03150103003743,NHD
31268747,ele,185.00000000000,default
31268747,natural,water,default
31268747,source,NHD,default
31268752,ComID,53772775,NHD
31268752,FCode,39010,NHD
31268752,FDate,2002/08/29,NHD
31268752,FTYPE,LakePond,NHD
31268752,RESOLUTION,High,NHD
31268752,ReachCode,03150103003754,NHD
31268752,ele,198.00000000000,default
31268752,natural,water,default
31268752,source,NHD,default
31268762,ComID,53771047,NHD
31268762,FCode,39010,NHD
31268762,FDate,2002/08/29,NHD
31268762,FTYPE,LakePond,NHD
31268762,RESOLUTION,High,NHD
31268762,ReachCode,03150103002593,NHD
31268762,created_by,polyshp2osm,default
31268762,ele,254.00000000000,default
31268762,natural,water,default
31268762,source,NHD,default
31268763,ComID,53771471,NHD
31268763,FCode,39010,NHD
31268763,FDate,2002/08/29,NHD
31268763,FTYPE,LakePond,NHD
31268763,RESOLUTION,High,NHD
31268763,ReachCode,03150103003483,NHD
31268763,created_by,polyshp2osm,default
31268763,ele,197.00000000000,default
31268763,natural,water,default
31268763,source,NHD,default
31268766,ComID,132750920,NHD
31268766,FCode,39004,NHD
31268766,FDate,2005/03/09,NHD
31268766,FTYPE,LakePond,NHD
31268766,RESOLUTION,High,NHD
31268766,ReachCode,03150101004436,NHD
31268766,natural,water,default
31268766,source,NHD,default
31268770,ComID,53771663,NHD
31268770,FCode,39010,NHD
31268770,FDate,2002/08/29,NHD
31268770,FTYPE,LakePond,NHD
31268770,RESOLUTION,High,NHD
31268770,ReachCode,03150103003532,NHD
31268770,created_by,polyshp2osm,default
31268770,ele,253.60000000000,default
31268770,natural,water,default
31268770,source,NHD,default
31268772,ComID,53772869,NHD
31268772,FCode,39010,NHD
31268772,FDate,2002/08/29,NHD
31268772,FTYPE,LakePond,NHD
31268772,RESOLUTION,High,NHD
31268772,ReachCode,03150103003780,NHD
31268772,ele,197.00000000000,default
31268772,natural,water,default
31268772,source,NHD,default
31268775,ComID,53771821,NHD
31268775,FCode,39010,NHD
31268775,FDate,2002/08/29,NHD
31268775,FTYPE,LakePond,NHD
31268775,RESOLUTION,High,NHD
31268775,ReachCode,03150103002374,NHD
31268775,created_by,polyshp2osm,default
